Strain,Rec,date,transfer,plateID,wellID,wellCol,wellRow,Treatment,Replicate,Environment,OD,Treatment_f
AB3,com+,070820,T10,NOD 1 SHIFT 2,B2,2,B,NOD,6,X,0.801,No drug
AB3,com+,070820,T10,NOD 1 SHIFT 2,B3,3,B,NOD,6,X,1.062,No drug
AB3,com+,070820,T10,NOD 1 SHIFT 2,B4,4,B,NOD,6,X,0.895,No drug
AB3,com+,070820,T10,NOD 1 SHIFT 2,B5,5,B,NOD,6,X,1.091,No drug
AB3,com+,070820,T10,NOD 1 SHIFT 2,B6,6,B,NOD,6,X,1.167,No drug
AB3,com+,070820,T10,NOD 1 SHIFT 2,C1,1,C,NOD,7,X,0,No drug
AB3,com+,070820,T10,NOD 1 SHIFT 2,C2,2,C,NOD,7,X,0,No drug
AB3,com+,070820,T10,NOD 1 SHIFT 2,C3,3,C,NOD,7,X,0,No drug
AB3,com+,070820,T10,NOD 1 SHIFT 2,C4,4,C,NOD,7,X,0,No drug
AB3,com+,070820,T10,NOD 1 SHIFT 2,C5,5,C,NOD,7,X,0,No drug
AB3,com+,070820,T10,NOD 1 SHIFT 2,C6,6,C,NOD,7,X,0,No drug
AB3,com+,070820,T10,NOD 1 SHIFT 2,D1,1,D,NOD,8,X,0,No drug
AB3,com+,070820,T10,NOD 1 SHIFT 2,D2,2,D,NOD,8,X,0,No drug
AB3,com+,070820,T10,NOD 1 SHIFT 2,D3,3,D,NOD,8,X,0,No drug
AB3,com+,070820,T10,NOD 1 SHIFT 2,D4,4,D,NOD,8,X,0,No drug
AB3,com+,070820,T10,NOD 1 SHIFT 2,D5,5,D,NOD,8,X,0,No drug
AB3,com+,070820,T10,NOD 1 SHIFT 2,D6,6,D,NOD,8,X,0,No drug
AB13,com-,290720,T01,STR AB3 SHIFT 1,A1,1,A,STR,1,X,0.983,STP only
AB13,com-,290720,T01,STR AB3 SHIFT 1,A2,2,A,STR,1,X,0.967,STP only
AB13,com-,290720,T01,STR AB3 SHIFT 1,A3,3,A,STR,1,X,0.885,STP only
AB13,com-,290720,T01,STR AB3 SHIFT 1,A4,4,A,STR,1,S,0.846,STP only
AB13,com-,290720,T01,STR AB3 SHIFT 1,A5,5,A,STR,1,S,0.841,STP only
AB13,com-,290720,T01,STR AB3 SHIFT 1,A6,6,A,STR,1,S,0.895,STP only
AB13,com-,290720,T01,STR AB3 SHIFT 1,B1,1,B,STR,2,X,0.966,STP only
AB13,com-,290720,T01,STR AB3 SHIFT 1,B2,2,B,STR,2,X,0.959,STP only
AB13,com-,290720,T01,STR AB3 SHIFT 1,B3,3,B,STR,2,X,0.913,STP only
AB13,com-,290720,T01,STR AB3 SHIFT 1,B4,4,B,STR,2,S,0.854,STP only
AB13,com-,290720,T01,STR AB3 SHIFT 1,B5,5,B,STR,2,S,0.848,STP only
AB13,com-,290720,T01,STR AB3 SHIFT 1,B6,6,B,STR,2,S,0.908,STP only
AB13,com-,290720,T01,STR AB3 SHIFT 1,C1,1,C,STR,3,X,0.983,STP only
AB13,com-,290720,T01,STR AB3 SHIFT 1,C2,2,C,STR,3,X,0.986,STP only
AB13,com-,290720,T01,STR AB3 SHIFT 1,C3,3,C,STR,3,X,0.938,STP only
AB13,com-,290720,T01,STR AB3 SHIFT 1,C4,4,C,STR,3,S,0.866,STP only
AB13,com-,290720,T01,STR AB3 SHIFT 1,C5,5,C,STR,3,S,0.866,STP only
AB13,com-,290720,T01,STR AB3 SHIFT 1,C6,6,C,STR,3,S,0.935,STP only
AB13,com-,290720,T01,STR AB3 SHIFT 1,D1,1,D,STR,4,X,0.994,STP only
AB13,com-,290720,T01,STR AB3 SHIFT 1,D2,2,D,STR,4,X,0.912,STP only
AB13,com-,290720,T01,STR AB3 SHIFT 1,D3,3,D,STR,4,X,0.875,STP only
AB13,com-,290720,T01,STR AB3 SHIFT 1,D4,4,D,STR,4,S,0.841,STP only
AB13,com-,290720,T01,STR AB3 SHIFT 1,D5,5,D,STR,4,S,0.915,STP only
AB13,com-,290720,T01,STR AB3 SHIFT 1,D6,6,D,STR,4,S,0.875,STP only
AB13,com-,290720,T01,RIF AB3 SHIFT 1,A1,1,A,RIF,1,X,0.925,RIF only
AB13,com-,290720,T01,RIF AB3 SHIFT 1,A2,2,A,RIF,1,X,0.935,RIF only
AB13,com-,290720,T01,RIF AB3 SHIFT 1,A3,3,A,RIF,1,X,0.919,RIF only
AB13,com-,290720,T01,RIF AB3 SHIFT 1,A4,4,A,RIF,1,R,0.809,RIF only
AB13,com-,290720,T01,RIF AB3 SHIFT 1,A5,5,A,RIF,1,R,0.8,RIF only
AB13,com-,290720,T01,RIF AB3 SHIFT 1,A6,6,A,RIF,1,R,0.84,RIF only
AB13,com-,290720,T01,RIF AB3 SHIFT 1,B1,1,B,RIF,2,X,0.941,RIF only
AB13,com-,290720,T01,RIF AB3 SHIFT 1,B2,2,B,RIF,2,X,0.979,RIF only
AB13,com-,290720,T01,RIF AB3 SHIFT 1,B3,3,B,RIF,2,X,0.915,RIF only
AB13,com-,290720,T01,RIF AB3 SHIFT 1,B4,4,B,RIF,2,R,0.905,RIF only
AB13,com-,290720,T01,RIF AB3 SHIFT 1,B5,5,B,RIF,2,R,0.877,RIF only
AB13,com-,290720,T01,RIF AB3 SHIFT 1,B6,6,B,RIF,2,R,0.98,RIF only
AB13,com-,290720,T01,RIF AB3 SHIFT 1,C1,1,C,RIF,3,X,0.929,RIF only
AB13,com-,290720,T01,RIF AB3 SHIFT 1,C2,2,C,RIF,3,X,0.973,RIF only
AB13,com-,290720,T01,RIF AB3 SHIFT 1,C3,3,C,RIF,3,X,0.952,RIF only
AB13,com-,290720,T01,RIF AB3 SHIFT 1,C4,4,C,RIF,3,R,0.862,RIF only
AB13,com-,290720,T01,RIF AB3 SHIFT 1,C5,5,C,RIF,3,R,0.886,RIF only
AB13,com-,290720,T01,RIF AB3 SHIFT 1,C6,6,C,RIF,3,R,0.965,RIF only
AB13,com-,290720,T01,RIF AB3 SHIFT 1,D1,1,D,RIF,4,X,0.971,RIF only
AB13,com-,290720,T01,RIF AB3 SHIFT 1,D2,2,D,RIF,4,X,0.909,RIF only
AB13,com-,290720,T01,RIF AB3 SHIFT 1,D3,3,D,RIF,4,X,0.88,RIF only
AB13,com-,290720,T01,RIF AB3 SHIFT 1,D4,4,D,RIF,4,R,0.848,RIF only
AB13,com-,290720,T01,RIF AB3 SHIFT 1,D5,5,D,RIF,4,R,0.928,RIF only
AB13,com-,290720,T01,RIF AB3 SHIFT 1,D6,6,D,RIF,4,R,0.873,RIF only
AB13,com-,290720,T01,MIX AB3 SHIFT 1,A1,1,A,MIX,1,X,0.886,Mixed
AB13,com-,290720,T01,MIX AB3 SHIFT 1,A2,2,A,MIX,1,X,0.938,Mixed
AB13,com-,290720,T01,MIX AB3 SHIFT 1,A3,3,A,MIX,1,X,0.963,Mixed
AB13,com-,290720,T01,MIX AB3 SHIFT 1,A4,4,A,MIX,1,S,0.984,Mixed
AB13,com-,290720,T01,MIX AB3 SHIFT 1,A5,5,A,MIX,1,R,0.975,Mixed
AB13,com-,290720,T01,MIX AB3 SHIFT 1,A6,6,A,MIX,1,B,0.08,Mixed
AB13,com-,290720,T01,MIX AB3 SHIFT 1,B1,1,B,MIX,2,X,0.984,Mixed
AB13,com-,290720,T01,MIX AB3 SHIFT 1,B2,2,B,MIX,2,X,0.958,Mixed
AB13,com-,290720,T01,MIX AB3 SHIFT 1,B3,3,B,MIX,2,X,0.969,Mixed
AB13,com-,290720,T01,MIX AB3 SHIFT 1,B4,4,B,MIX,2,S,0.976,Mixed
AB13,com-,290720,T01,MIX AB3 SHIFT 1,B5,5,B,MIX,2,R,1.015,Mixed
AB13,com-,290720,T01,MIX AB3 SHIFT 1,B6,6,B,MIX,2,B,0.071,Mixed
AB13,com-,290720,T01,MIX AB3 SHIFT 1,C1,1,C,MIX,3,X,0.944,Mixed
AB13,com-,290720,T01,MIX AB3 SHIFT 1,C2,2,C,MIX,3,X,0.958,Mixed
AB13,com-,290720,T01,MIX AB3 SHIFT 1,C3,3,C,MIX,3,X,1.022,Mixed
AB13,com-,290720,T01,MIX AB3 SHIFT 1,C4,4,C,MIX,3,S,0.991,Mixed
AB13,com-,290720,T01,MIX AB3 SHIFT 1,C5,5,C,MIX,3,R,1.032,Mixed
AB13,com-,290720,T01,MIX AB3 SHIFT 1,C6,6,C,MIX,3,B,0.074,Mixed
AB13,com-,290720,T01,MIX AB3 SHIFT 1,D1,1,D,MIX,4,X,1.064,Mixed
AB13,com-,290720,T01,MIX AB3 SHIFT 1,D2,2,D,MIX,4,X,1.057,Mixed
AB13,com-,290720,T01,MIX AB3 SHIFT 1,D3,3,D,MIX,4,X,1.086,Mixed
AB13,com-,290720,T01,MIX AB3 SHIFT 1,D4,4,D,MIX,4,S,0.975,Mixed
AB13,com-,290720,T01,MIX AB3 SHIFT 1,D5,5,D,MIX,4,R,0.937,Mixed
AB13,com-,290720,T01,MIX AB3 SHIFT 1,D6,6,D,MIX,4,B,0.071,Mixed
AB13,com-,290720,T01,CMB AB3 SHIFT 1,A1,1,A,CMB,1,X,0.938,Combination
AB13,com-,290720,T01,CMB AB3 SHIFT 1,A2,2,A,CMB,1,X,0.996,Combination
AB13,com-,290720,T01,CMB AB3 SHIFT 1,A3,3,A,CMB,1,X,1.079,Combination
AB13,com-,290720,T01,CMB AB3 SHIFT 1,A4,4,A,CMB,1,B,0.087,Combination
AB13,com-,290720,T01,CMB AB3 SHIFT 1,A5,5,A,CMB,1,B,0.075,Combination
AB13,com-,290720,T01,CMB AB3 SHIFT 1,A6,6,A,CMB,1,B,0.071,Combination
AB13,com-,290720,T01,CMB AB3 SHIFT 1,B1,1,B,CMB,2,X,0.959,Combination
AB13,com-,290720,T01,CMB AB3 SHIFT 1,B2,2,B,CMB,2,X,1.021,Combination
AB13,com-,290720,T01,CMB AB3 SHIFT 1,B3,3,B,CMB,2,X,1.056,Combination
AB13,com-,290720,T01,CMB AB3 SHIFT 1,B4,4,B,CMB,2,B,0.075,Combination
AB13,com-,290720,T01,CMB AB3 SHIFT 1,B5,5,B,CMB,2,B,0.078,Combination
AB13,com-,290720,T01,CMB AB3 SHIFT 1,B6,6,B,CMB,2,B,0.071,Combination
AB13,com-,290720,T01,CMB AB3 SHIFT 1,C1,1,C,CMB,3,X,1.037,Combination
AB13,com-,290720,T01,CMB AB3 SHIFT 1,C2,2,C,CMB,3,X,1.023,Combination
AB13,com-,290720,T01,CMB AB3 SHIFT 1,C3,3,C,CMB,3,X,1.08,Combination
AB13,com-,290720,T01,CMB AB3 SHIFT 1,C4,4,C,CMB,3,B,0.079,Combination
AB13,com-,290720,T01,CMB AB3 SHIFT 1,C5,5,C,CMB,3,B,0.075,Combination
AB13,com-,290720,T01,CMB AB3 SHIFT 1,C6,6,C,CMB,3,B,0.072,Combination
AB13,com-,290720,T01,CMB AB3 SHIFT 1,D1,1,D,CMB,4,X,1.148,Combination
AB13,com-,290720,T01,CMB AB3 SHIFT 1,D2,2,D,CMB,4,X,1.128,Combination
AB13,com-,290720,T01,CMB AB3 SHIFT 1,D3,3,D,CMB,4,X,1.116,Combination
AB13,com-,290720,T01,CMB AB3 SHIFT 1,D4,4,D,CMB,4,B,0.071,Combination
AB13,com-,290720,T01,CMB AB3 SHIFT 1,D5,5,D,CMB,4,B,0.071,Combination
AB13,com-,290720,T01,CMB AB3 SHIFT 1,D6,6,D,CMB,4,B,0.07,Combination
AB13,com-,290720,T01,NOD SHIFT 1,A1,1,A,NOD,1,X,0.939,No drug
AB13,com-,290720,T01,NOD SHIFT 1,A2,2,A,NOD,1,X,0.95,No drug
AB13,com-,290720,T01,NOD SHIFT 1,A3,3,A,NOD,1,X,0.933,No drug
AB13,com-,290720,T01,NOD SHIFT 1,A4,4,A,NOD,1,X,0.97,No drug
AB13,com-,290720,T01,NOD SHIFT 1,A5,5,A,NOD,1,X,1.009,No drug
AB13,com-,290720,T01,NOD SHIFT 1,A6,6,A,NOD,1,X,1.056,No drug
AB13,com-,290720,T01,NOD SHIFT 1,B1,1,B,NOD,2,X,0.943,No drug
AB13,com-,290720,T01,NOD SHIFT 1,B2,2,B,NOD,2,X,0.931,No drug
AB13,com-,290720,T01,NOD SHIFT 1,B3,3,B,NOD,2,X,0.947,No drug
AB13,com-,290720,T01,NOD SHIFT 1,B4,4,B,NOD,2,X,0.98,No drug
AB13,com-,290720,T01,NOD SHIFT 1,B5,5,B,NOD,2,X,1.009,No drug
AB13,com-,290720,T01,NOD SHIFT 1,B6,6,B,NOD,2,X,1.042,No drug
AB13,com-,290720,T01,NOD SHIFT 1,C1,1,C,NOD,3,X,1.02,No drug
AB13,com-,290720,T01,NOD SHIFT 1,C2,2,C,NOD,3,X,0.957,No drug
AB13,com-,290720,T01,NOD SHIFT 1,C3,3,C,NOD,3,X,0.9,No drug
AB13,com-,290720,T01,NOD SHIFT 1,C4,4,C,NOD,3,X,0.882,No drug
AB13,com-,290720,T01,NOD SHIFT 1,C5,5,C,NOD,3,X,0.869,No drug
AB13,com-,290720,T01,NOD SHIFT 1,C6,6,C,NOD,3,X,0.966,No drug
AB13,com-,290720,T01,NOD SHIFT 1,D1,1,D,NOD,4,X,1.035,No drug
AB13,com-,290720,T01,NOD SHIFT 1,D2,2,D,NOD,4,X,0.972,No drug
AB13,com-,290720,T01,NOD SHIFT 1,D3,3,D,NOD,4,X,0.909,No drug
AB13,com-,290720,T01,NOD SHIFT 1,D4,4,D,NOD,4,X,0.867,No drug
AB13,com-,290720,T01,NOD SHIFT 1,D5,5,D,NOD,4,X,0.853,No drug
AB13,com-,290720,T01,NOD SHIFT 1,D6,6,D,NOD,4,X,0.875,No drug
AB13,com-,290720,T01,STR AB3 SHIFT 2,A1,1,A,STR,5,X,0.888,STP only
AB13,com-,290720,T01,STR AB3 SHIFT 2,A2,2,A,STR,5,X,0.904,STP only
AB13,com-,290720,T01,STR AB3 SHIFT 2,A3,3,A,STR,5,X,1.017,STP only
AB13,com-,290720,T01,STR AB3 SHIFT 2,A4,4,A,STR,5,S,0.868,STP only
AB13,com-,290720,T01,STR AB3 SHIFT 2,A5,5,A,STR,5,S,0.885,STP only
AB13,com-,290720,T01,STR AB3 SHIFT 2,A6,6,A,STR,5,S,0.853,STP only
AB13,com-,290720,T01,STR AB3 SHIFT 2,B1,1,B,STR,6,X,0.947,STP only
AB13,com-,290720,T01,STR AB3 SHIFT 2,B2,2,B,STR,6,X,1.006,STP only
AB13,com-,290720,T01,STR AB3 SHIFT 2,B3,3,B,STR,6,X,1.021,STP only
AB13,com-,290720,T01,STR AB3 SHIFT 2,B4,4,B,STR,6,S,0.946,STP only
AB13,com-,290720,T01,STR AB3 SHIFT 2,B5,5,B,STR,6,S,0.946,STP only
AB13,com-,290720,T01,STR AB3 SHIFT 2,B6,6,B,STR,6,S,0.919,STP only
AB13,com-,290720,T01,STR AB3 SHIFT 2,C1,1,C,STR,7,X,1.008,STP only
AB13,com-,290720,T01,STR AB3 SHIFT 2,C2,2,C,STR,7,X,1.05,STP only
AB13,com-,290720,T01,STR AB3 SHIFT 2,C3,3,C,STR,7,X,1.026,STP only
AB13,com-,290720,T01,STR AB3 SHIFT 2,C4,4,C,STR,7,S,0.928,STP only
AB13,com-,290720,T01,STR AB3 SHIFT 2,C5,5,C,STR,7,S,0.898,STP only
AB13,com-,290720,T01,STR AB3 SHIFT 2,C6,6,C,STR,7,S,0.928,STP only
AB13,com-,290720,T01,STR AB3 SHIFT 2,D1,1,D,STR,8,X,1.107,STP only
AB13,com-,290720,T01,STR AB3 SHIFT 2,D2,2,D,STR,8,X,1.127,STP only
AB13,com-,290720,T01,STR AB3 SHIFT 2,D3,3,D,STR,8,X,1.107,STP only
AB13,com-,290720,T01,STR AB3 SHIFT 2,D4,4,D,STR,8,S,0.938,STP only
AB13,com-,290720,T01,STR AB3 SHIFT 2,D5,5,D,STR,8,S,0.9,STP only
AB13,com-,290720,T01,STR AB3 SHIFT 2,D6,6,D,STR,8,S,0.839,STP only
AB13,com-,290720,T01,RIF AB3 SHIFT 2,A1,1,A,RIF,5,X,0.866,RIF only
AB13,com-,290720,T01,RIF AB3 SHIFT 2,A2,2,A,RIF,5,X,0.851,RIF only
AB13,com-,290720,T01,RIF AB3 SHIFT 2,A3,3,A,RIF,5,X,0.875,RIF only
AB13,com-,290720,T01,RIF AB3 SHIFT 2,A4,4,A,RIF,5,R,0.871,RIF only
AB13,com-,290720,T01,RIF AB3 SHIFT 2,A5,5,A,RIF,5,R,0.893,RIF only
AB13,com-,290720,T01,RIF AB3 SHIFT 2,A6,6,A,RIF,5,R,0.84,RIF only
AB13,com-,290720,T01,RIF AB3 SHIFT 2,B1,1,B,RIF,6,X,0.957,RIF only
AB13,com-,290720,T01,RIF AB3 SHIFT 2,B2,2,B,RIF,6,X,0.961,RIF only
AB13,com-,290720,T01,RIF AB3 SHIFT 2,B3,3,B,RIF,6,X,0.962,RIF only
AB13,com-,290720,T01,RIF AB3 SHIFT 2,B4,4,B,RIF,6,R,0.909,RIF only
AB13,com-,290720,T01,RIF AB3 SHIFT 2,B5,5,B,RIF,6,R,0.929,RIF only
AB13,com-,290720,T01,RIF AB3 SHIFT 2,B6,6,B,RIF,6,R,0.81,RIF only
AB13,com-,290720,T01,RIF AB3 SHIFT 2,C1,1,C,RIF,7,X,1.025,RIF only
AB13,com-,290720,T01,RIF AB3 SHIFT 2,C2,2,C,RIF,7,X,1,RIF only
AB13,com-,290720,T01,RIF AB3 SHIFT 2,C3,3,C,RIF,7,X,0.971,RIF only
AB13,com-,290720,T01,RIF AB3 SHIFT 2,C4,4,C,RIF,7,R,0.941,RIF only
AB13,com-,290720,T01,RIF AB3 SHIFT 2,C5,5,C,RIF,7,R,0.925,RIF only
AB13,com-,290720,T01,RIF AB3 SHIFT 2,C6,6,C,RIF,7,R,0.885,RIF only
AB13,com-,290720,T01,RIF AB3 SHIFT 2,D1,1,D,RIF,8,X,1.11,RIF only
AB13,com-,290720,T01,RIF AB3 SHIFT 2,D2,2,D,RIF,8,X,1.098,RIF only
AB13,com-,290720,T01,RIF AB3 SHIFT 2,D3,3,D,RIF,8,X,1.099,RIF only
AB13,com-,290720,T01,RIF AB3 SHIFT 2,D4,4,D,RIF,8,R,0.942,RIF only
AB13,com-,290720,T01,RIF AB3 SHIFT 2,D5,5,D,RIF,8,R,0.915,RIF only
AB13,com-,290720,T01,RIF AB3 SHIFT 2,D6,6,D,RIF,8,R,0.863,RIF only
AB13,com-,290720,T01,MIX AB3 SHIFT 2,A1,1,A,MIX,5,X,0.943,Mixed
AB13,com-,290720,T01,MIX AB3 SHIFT 2,A2,2,A,MIX,5,X,0.901,Mixed
AB13,com-,290720,T01,MIX AB3 SHIFT 2,A3,3,A,MIX,5,X,0.871,Mixed
AB13,com-,290720,T01,MIX AB3 SHIFT 2,A4,4,A,MIX,5,S,0.854,Mixed
AB13,com-,290720,T01,MIX AB3 SHIFT 2,A5,5,A,MIX,5,R,0.939,Mixed
AB13,com-,290720,T01,MIX AB3 SHIFT 2,A6,6,A,MIX,5,B,0.073,Mixed
AB13,com-,290720,T01,MIX AB3 SHIFT 2,B1,1,B,MIX,6,X,0.953,Mixed
AB13,com-,290720,T01,MIX AB3 SHIFT 2,B2,2,B,MIX,6,X,0.939,Mixed
AB13,com-,290720,T01,MIX AB3 SHIFT 2,B3,3,B,MIX,6,X,0.898,Mixed
AB13,com-,290720,T01,MIX AB3 SHIFT 2,B4,4,B,MIX,6,S,0.893,Mixed
AB13,com-,290720,T01,MIX AB3 SHIFT 2,B5,5,B,MIX,6,R,0.99,Mixed
AB13,com-,290720,T01,MIX AB3 SHIFT 2,B6,6,B,MIX,6,B,0.082,Mixed
AB13,com-,290720,T01,MIX AB3 SHIFT 2,C1,1,C,MIX,7,X,0.94,Mixed
AB13,com-,290720,T01,MIX AB3 SHIFT 2,C2,2,C,MIX,7,X,0.933,Mixed
AB13,com-,290720,T01,MIX AB3 SHIFT 2,C3,3,C,MIX,7,X,0.91,Mixed
AB13,com-,290720,T01,MIX AB3 SHIFT 2,C4,4,C,MIX,7,S,0.88,Mixed
AB13,com-,290720,T01,MIX AB3 SHIFT 2,C5,5,C,MIX,7,R,0.975,Mixed
AB13,com-,290720,T01,MIX AB3 SHIFT 2,C6,6,C,MIX,7,B,0.076,Mixed
AB13,com-,290720,T01,MIX AB3 SHIFT 2,D1,1,D,MIX,8,X,0.971,Mixed
AB13,com-,290720,T01,MIX AB3 SHIFT 2,D2,2,D,MIX,8,X,0.908,Mixed
AB13,com-,290720,T01,MIX AB3 SHIFT 2,D3,3,D,MIX,8,X,0.912,Mixed
AB13,com-,290720,T01,MIX AB3 SHIFT 2,D4,4,D,MIX,8,S,0.88,Mixed
AB13,com-,290720,T01,MIX AB3 SHIFT 2,D5,5,D,MIX,8,R,0.974,Mixed
AB13,com-,290720,T01,MIX AB3 SHIFT 2,D6,6,D,MIX,8,B,0.078,Mixed
AB13,com-,290720,T01,CMB AB3 SHIFT 2,A1,1,A,CMB,5,X,0.907,Combination
AB13,com-,290720,T01,CMB AB3 SHIFT 2,A2,2,A,CMB,5,X,0.889,Combination
AB13,com-,290720,T01,CMB AB3 SHIFT 2,A3,3,A,CMB,5,X,0.893,Combination
AB13,com-,290720,T01,CMB AB3 SHIFT 2,A4,4,A,CMB,5,B,0.072,Combination
AB13,com-,290720,T01,CMB AB3 SHIFT 2,A5,5,A,CMB,5,B,0.07,Combination
AB13,com-,290720,T01,CMB AB3 SHIFT 2,A6,6,A,CMB,5,B,0.069,Combination
AB13,com-,290720,T01,CMB AB3 SHIFT 2,B1,1,B,CMB,6,X,0.94,Combination
AB13,com-,290720,T01,CMB AB3 SHIFT 2,B2,2,B,CMB,6,X,0.916,Combination
AB13,com-,290720,T01,CMB AB3 SHIFT 2,B3,3,B,CMB,6,X,0.943,Combination
AB13,com-,290720,T01,CMB AB3 SHIFT 2,B4,4,B,CMB,6,B,0.071,Combination
AB13,com-,290720,T01,CMB AB3 SHIFT 2,B5,5,B,CMB,6,B,0.07,Combination
AB13,com-,290720,T01,CMB AB3 SHIFT 2,B6,6,B,CMB,6,B,0.07,Combination
AB13,com-,290720,T01,CMB AB3 SHIFT 2,C1,1,C,CMB,7,X,0.061,Combination
AB13,com-,290720,T01,CMB AB3 SHIFT 2,C2,2,C,CMB,7,X,0.921,Combination
AB13,com-,290720,T01,CMB AB3 SHIFT 2,C3,3,C,CMB,7,X,0.964,Combination
AB13,com-,290720,T01,CMB AB3 SHIFT 2,C4,4,C,CMB,7,B,0.074,Combination
AB13,com-,290720,T01,CMB AB3 SHIFT 2,C5,5,C,CMB,7,B,0.081,Combination
AB13,com-,290720,T01,CMB AB3 SHIFT 2,C6,6,C,CMB,7,B,0.069,Combination
AB13,com-,290720,T01,CMB AB3 SHIFT 2,D1,1,D,CMB,8,X,0.997,Combination
AB13,com-,290720,T01,CMB AB3 SHIFT 2,D2,2,D,CMB,8,X,0.918,Combination
AB13,com-,290720,T01,CMB AB3 SHIFT 2,D3,3,D,CMB,8,X,0.987,Combination
AB13,com-,290720,T01,CMB AB3 SHIFT 2,D4,4,D,CMB,8,B,0.07,Combination
AB13,com-,290720,T01,CMB AB3 SHIFT 2,D5,5,D,CMB,8,B,0.071,Combination
AB13,com-,290720,T01,CMB AB3 SHIFT 2,D6,6,D,CMB,8,B,0.071,Combination
AB13,com-,290720,T01,NOD 1 SHIFT 2,A1,1,A,NOD,5,X,0,No drug
AB13,com-,290720,T01,NOD 1 SHIFT 2,A2,2,A,NOD,5,X,0,No drug
AB13,com-,290720,T01,NOD 1 SHIFT 2,A3,3,A,NOD,5,X,0,No drug
AB13,com-,290720,T01,NOD 1 SHIFT 2,A4,4,A,NOD,5,X,0,No drug
AB13,com-,290720,T01,NOD 1 SHIFT 2,A5,5,A,NOD,5,X,0,No drug
AB13,com-,290720,T01,NOD 1 SHIFT 2,A6,6,A,NOD,5,X,0,No drug
AB13,com-,290720,T01,NOD 1 SHIFT 2,B1,1,B,NOD,6,X,0,No drug
AB13,com-,290720,T01,NOD 1 SHIFT 2,B2,2,B,NOD,6,X,0,No drug
AB13,com-,290720,T01,NOD 1 SHIFT 2,B3,3,B,NOD,6,X,0,No drug
AB13,com-,290720,T01,NOD 1 SHIFT 2,B4,4,B,NOD,6,X,0,No drug
AB13,com-,290720,T01,NOD 1 SHIFT 2,B5,5,B,NOD,6,X,0,No drug
AB13,com-,290720,T01,NOD 1 SHIFT 2,B6,6,B,NOD,6,X,0,No drug
AB13,com-,290720,T01,NOD 1 SHIFT 2,C1,1,C,NOD,7,X,0.939,No drug
AB13,com-,290720,T01,NOD 1 SHIFT 2,C2,2,C,NOD,7,X,0.95,No drug
AB13,com-,290720,T01,NOD 1 SHIFT 2,C3,3,C,NOD,7,X,0.933,No drug
AB13,com-,290720,T01,NOD 1 SHIFT 2,C4,4,C,NOD,7,X,0.97,No drug
AB13,com-,290720,T01,NOD 1 SHIFT 2,C5,5,C,NOD,7,X,1.009,No drug
AB13,com-,290720,T01,NOD 1 SHIFT 2,C6,6,C,NOD,7,X,1.056,No drug
AB13,com-,290720,T01,NOD 1 SHIFT 2,D1,1,D,NOD,8,X,0.943,No drug
AB13,com-,290720,T01,NOD 1 SHIFT 2,D2,2,D,NOD,8,X,0.931,No drug
AB13,com-,290720,T01,NOD 1 SHIFT 2,D3,3,D,NOD,8,X,0.947,No drug
AB13,com-,290720,T01,NOD 1 SHIFT 2,D4,4,D,NOD,8,X,0.98,No drug
AB13,com-,290720,T01,NOD 1 SHIFT 2,D5,5,D,NOD,8,X,1.009,No drug
AB13,com-,290720,T01,NOD 1 SHIFT 2,D6,6,D,NOD,8,X,1.042,No drug
AB13,com-,300720,T02,STR AB3 SHIFT 1,A1,1,A,STR,1,X,1.014,STP only
AB13,com-,300720,T02,STR AB3 SHIFT 1,A2,2,A,STR,1,X,0.974,STP only
AB13,com-,300720,T02,STR AB3 SHIFT 1,A3,3,A,STR,1,X,0.934,STP only
AB13,com-,300720,T02,STR AB3 SHIFT 1,A4,4,A,STR,1,S,0.837,STP only
AB13,com-,300720,T02,STR AB3 SHIFT 1,A5,5,A,STR,1,S,0.813,STP only
AB13,com-,300720,T02,STR AB3 SHIFT 1,A6,6,A,STR,1,S,0.908,STP only
AB13,com-,300720,T02,STR AB3 SHIFT 1,B1,1,B,STR,2,X,0.985,STP only
AB13,com-,300720,T02,STR AB3 SHIFT 1,B2,2,B,STR,2,X,0.956,STP only
AB13,com-,300720,T02,STR AB3 SHIFT 1,B3,3,B,STR,2,X,0.886,STP only
AB13,com-,300720,T02,STR AB3 SHIFT 1,B4,4,B,STR,2,S,0.829,STP only
AB13,com-,300720,T02,STR AB3 SHIFT 1,B5,5,B,STR,2,S,0.838,STP only
AB13,com-,300720,T02,STR AB3 SHIFT 1,B6,6,B,STR,2,S,0.923,STP only
AB13,com-,300720,T02,STR AB3 SHIFT 1,C1,1,C,STR,3,X,0.98,STP only
AB13,com-,300720,T02,STR AB3 SHIFT 1,C2,2,C,STR,3,X,0.94,STP only
AB13,com-,300720,T02,STR AB3 SHIFT 1,C3,3,C,STR,3,X,0.878,STP only
AB13,com-,300720,T02,STR AB3 SHIFT 1,C4,4,C,STR,3,S,0.842,STP only
AB13,com-,300720,T02,STR AB3 SHIFT 1,C5,5,C,STR,3,S,0.834,STP only
AB13,com-,300720,T02,STR AB3 SHIFT 1,C6,6,C,STR,3,S,0.901,STP only
AB13,com-,300720,T02,STR AB3 SHIFT 1,D1,1,D,STR,4,X,1.007,STP only
AB13,com-,300720,T02,STR AB3 SHIFT 1,D2,2,D,STR,4,X,0.952,STP only
